city,year,party,tot_invest,administration_invest,social_invest,environment_invest,transport_invest,education_invest,culture_invest,sport_invest,tourism_invest,economic_invest,sevice_invest,police_invest,justice_invest
fermo,2006,more_party,"INVESTIMENTI 9,7 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 442797 ,"INVESTIMENTI 2,0 milioni ","INVESTIMENTI 3,0 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 642891 ,INVESTIMENTI 568706 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 12696 ,INVESTIMENTI 39356 ,INVESTIMENTI 310 
,,,,,,,,,,,,,,,
fermo,2007,FI,"INVESTIMENTI 14,9 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 277838 ,"INVESTIMENTI 5,1 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 971761 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 500 ,INVESTIMENTI 6813 ,INVESTIMENTI 32525 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
fermo,2008,FI,"INVESTIMENTI 9,9 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 474044 ,"INVESTIMENTI 2,1 milioni ","INVESTIMENTI 2,8 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 761951 ,INVESTIMENTI 666033 ,INVESTIMENTI 1869 ,INVESTIMENTI 2481 ,INVESTIMENTI 559 ,INVESTIMENTI 22306 ,INVESTIMENTI 68298 
,,,,,,,,,,,,,,,
fermo,2009,FI,"INVESTIMENTI 8,9 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 605072 ,"INVESTIMENTI 2,0 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 554198 ,INVESTIMENTI 657313 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 20083 ,INVESTIMENTI 32760 ,INVESTIMENTI 55811 
,,,,,,,,,,,,,,,
fermo,2010,FI,"INVESTIMENTI 5,3 milioni ",INVESTIMENTI 826152 ,INVESTIMENTI 371498 ,INVESTIMENTI 475475 ,"INVESTIMENTI 1,6 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 62230 ,INVESTIMENTI 312459 ,INVESTIMENTI 0 ,INVESTIMENTI 2962 ,INVESTIMENTI 0 ,INVESTIMENTI 2188 ,INVESTIMENTI 56855 
,,,,,,,,,,,,,,,
fermo,2011,more_party,"INVESTIMENTI 10,9 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 780869 ,"INVESTIMENTI 1,1 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 165747 ,"INVESTIMENTI 1,9 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 2256 ,INVESTIMENTI 0 ,INVESTIMENTI 29900 ,INVESTIMENTI 56086 
,,,,,,,,,,,,,,,
fermo,2012,PD,"INVESTIMENTI 4,1 milioni ",INVESTIMENTI 996603 ,INVESTIMENTI 457448 ,INVESTIMENTI 493846 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 651231 ,INVESTIMENTI 275990 ,INVESTIMENTI 86253 ,INVESTIMENTI 0 ,INVESTIMENTI 3025 ,INVESTIMENTI 90000 ,INVESTIMENTI 462 ,INVESTIMENTI 409 
,,,,,,,,,,,,,,,
fermo,2013,PD,"INVESTIMENTI 3,3 milioni ","INVESTIMENTI 1,2 milioni ",INVESTIMENTI 194283 ,INVESTIMENTI 297750 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 283872 ,INVESTIMENTI 149072 ,INVESTIMENTI 83798 ,INVESTIMENTI 0 ,INVESTIMENTI 752 ,INVESTIMENTI 0 ,INVESTIMENTI 25 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
fermo,2014,PD,"INVESTIMENTI 5,7 milioni ","INVESTIMENTI 1,3 milioni ",INVESTIMENTI 664139 ,INVESTIMENTI 758486 ,"INVESTIMENTI 1,9 milioni ",INVESTIMENTI 309978 ,INVESTIMENTI 533944 ,INVESTIMENTI 155178 ,INVESTIMENTI 45716 ,INVESTIMENTI 1300 ,INVESTIMENTI 0 ,INVESTIMENTI 39991 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
ferrara,2005,DS,"INVESTIMENTI 61,4 milioni ","INVESTIMENTI 17,8 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 20,9 milioni ","INVESTIMENTI 11,2 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 2,6 milioni ",INVESTIMENTI 642248 ,INVESTIMENTI 7276 ,INVESTIMENTI 356895 ,INVESTIMENTI 200782 ,INVESTIMENTI 103931 ,INVESTIMENTI 818566 
,,,,,,,,,,,,,,,
ferrara,2006,DS,"INVESTIMENTI 40,1 milioni ","INVESTIMENTI 17,1 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 4,6 milioni ","INVESTIMENTI 10,5 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 897808 ,INVESTIMENTI 30758 ,INVESTIMENTI 893729 ,INVESTIMENTI 209751 ,INVESTIMENTI 436 ,INVESTIMENTI 290387 
,,,,,,,,,,,,,,,
ferrara,2007,DS,"INVESTIMENTI 39,2 milioni ","INVESTIMENTI 18,7 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 7,5 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 775804 ,INVESTIMENTI 40362 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 2791 ,INVESTIMENTI 5539 ,INVESTIMENTI 116324 
,,,,,,,,,,,,,,,
ferrara,2008,DS,"INVESTIMENTI 62,0 milioni ","INVESTIMENTI 33,9 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 5,2 milioni ","INVESTIMENTI 9,8 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 2,9 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 95200 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 34906 ,INVESTIMENTI 59486 ,INVESTIMENTI 24458 
,,,,,,,,,,,,,,,
ferrara,2009,more_party,"INVESTIMENTI 25,2 milioni ","INVESTIMENTI 2,4 milioni ","INVESTIMENTI 2,4 milioni ","INVESTIMENTI 5,6 milioni ","INVESTIMENTI 10,1 milioni ",INVESTIMENTI 723829 ,"INVESTIMENTI 1,8 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 28588 ,INVESTIMENTI 286195 ,INVESTIMENTI 0 ,INVESTIMENTI 24243 ,INVESTIMENTI 16006 
,,,,,,,,,,,,,,,
ferrara,2010,PD,"INVESTIMENTI 22,4 milioni ","INVESTIMENTI 2,7 milioni ",INVESTIMENTI 775888 ,"INVESTIMENTI 5,6 milioni ","INVESTIMENTI 9,9 milioni ","INVESTIMENTI 1,4 milioni ",INVESTIMENTI 208261 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 11026 ,INVESTIMENTI 111934 ,INVESTIMENTI 329907 ,INVESTIMENTI 114349 ,INVESTIMENTI 97932 
,,,,,,,,,,,,,,,
ferrara,2011,PD,"INVESTIMENTI 18,5 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 535986 ,"INVESTIMENTI 4,7 milioni ","INVESTIMENTI 6,8 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 1,8 milioni ",INVESTIMENTI 722187 ,INVESTIMENTI 7200 ,INVESTIMENTI 113658 ,INVESTIMENTI 0 ,INVESTIMENTI 107127 ,INVESTIMENTI 80818 
,,,,,,,,,,,,,,,
ferrara,2012,PD,"INVESTIMENTI 19,1 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 885846 ,"INVESTIMENTI 5,9 milioni ","INVESTIMENTI 6,6 milioni ","INVESTIMENTI 2,8 milioni ",INVESTIMENTI 319950 ,INVESTIMENTI 567211 ,INVESTIMENTI 8300 ,INVESTIMENTI 626507 ,INVESTIMENTI 7924 ,INVESTIMENTI 25614 ,INVESTIMENTI 97126 
,,,,,,,,,,,,,,,
ferrara,2013,PD,"INVESTIMENTI 24,4 milioni ","INVESTIMENTI 6,6 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 4,3 milioni ","INVESTIMENTI 7,0 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 488691 ,INVESTIMENTI 542057 ,INVESTIMENTI 110066 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 82247 ,INVESTIMENTI 256 
,,,,,,,,,,,,,,,
ferrara,2014,more_party,"INVESTIMENTI 24,4 milioni ","INVESTIMENTI 3,7 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 449988 ,INVESTIMENTI 200932 ,INVESTIMENTI 11165 ,INVESTIMENTI 150979 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 218219 
,,,,,,,,,,,,,,,
firenze,2005,DS,"INVESTIMENTI 159,5 milioni ","INVESTIMENTI 57,8 milioni ","INVESTIMENTI 5,1 milioni ","INVESTIMENTI 26,6 milioni ","INVESTIMENTI 29,6 milioni ","INVESTIMENTI 9,2 milioni ","INVESTIMENTI 7,1 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 2,0 milioni ",INVESTIMENTI 637821 ,INVESTIMENTI 560026 ,"INVESTIMENTI 17,3 milioni "
,,,,,,,,,,,,,,,
firenze,2006,DS,"INVESTIMENTI 158,1 milioni ","INVESTIMENTI 48,5 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 21,6 milioni ","INVESTIMENTI 43,0 milioni ","INVESTIMENTI 10,7 milioni ","INVESTIMENTI 7,8 milioni ","INVESTIMENTI 3,0 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,8 milioni ",INVESTIMENTI 497685 ,"INVESTIMENTI 1,4 milioni ","INVESTIMENTI 15,7 milioni "
,,,,,,,,,,,,,,,
firenze,2007,DS,"INVESTIMENTI 146,3 milioni ","INVESTIMENTI 50,3 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 21,5 milioni ","INVESTIMENTI 38,2 milioni ","INVESTIMENTI 8,9 milioni ","INVESTIMENTI 7,6 milioni ","INVESTIMENTI 4,3 milioni ",INVESTIMENTI 34019 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 320800 ,INVESTIMENTI 817920 ,"INVESTIMENTI 11,1 milioni "
,,,,,,,,,,,,,,,
firenze,2008,DS,"INVESTIMENTI 202,6 milioni ","INVESTIMENTI 75,3 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 23,2 milioni ","INVESTIMENTI 76,1 milioni ","INVESTIMENTI 6,8 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 7981 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,3 milioni ","INVESTIMENTI 9,4 milioni "
,,,,,,,,,,,,,,,
firenze,2009,more_party,"INVESTIMENTI 157,1 milioni ","INVESTIMENTI 39,3 milioni ","INVESTIMENTI 3,8 milioni ","INVESTIMENTI 19,9 milioni ","INVESTIMENTI 62,1 milioni ","INVESTIMENTI 9,8 milioni ","INVESTIMENTI 3,9 milioni ","INVESTIMENTI 3,5 milioni ",INVESTIMENTI 12000 ,"INVESTIMENTI 1,2 milioni ",INVESTIMENTI 145416 ,"INVESTIMENTI 1,2 milioni ","INVESTIMENTI 12,4 milioni "
,,,,,,,,,,,,,,,
firenze,2010,PD,"INVESTIMENTI 120,6 milioni ","INVESTIMENTI 8,5 milioni ","INVESTIMENTI 1,9 milioni ","INVESTIMENTI 17,5 milioni ","INVESTIMENTI 57,6 milioni ","INVESTIMENTI 6,5 milioni ","INVESTIMENTI 8,3 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 16354 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 4584 ,INVESTIMENTI 270905 ,"INVESTIMENTI 16,7 milioni "
,,,,,,,,,,,,,,,
firenze,2011,PD,"INVESTIMENTI 64,0 milioni ","INVESTIMENTI 6,1 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 5,7 milioni ","INVESTIMENTI 17,7 milioni ","INVESTIMENTI 3,5 milioni ","INVESTIMENTI 22,7 milioni ","INVESTIMENTI 2,0 milioni ",INVESTIMENTI 1398 ,INVESTIMENTI 526670 ,INVESTIMENTI 0 ,INVESTIMENTI 830682 ,"INVESTIMENTI 3,2 milioni "
,,,,,,,,,,,,,,,
firenze,2012,PD,"INVESTIMENTI 52,9 milioni ","INVESTIMENTI 5,5 milioni ",INVESTIMENTI 799435 ,"INVESTIMENTI 9,0 milioni ","INVESTIMENTI 18,3 milioni ","INVESTIMENTI 2,5 milioni ","INVESTIMENTI 12,7 milioni ","INVESTIMENTI 2,3 milioni ",INVESTIMENTI 20642 ,INVESTIMENTI 121275 ,INVESTIMENTI 0 ,INVESTIMENTI 219099 ,"INVESTIMENTI 1,5 milioni "
,,,,,,,,,,,,,,,
firenze,2013,PD,"INVESTIMENTI 153,5 milioni ","INVESTIMENTI 13,5 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 10,3 milioni ","INVESTIMENTI 43,7 milioni ","INVESTIMENTI 13,8 milioni ","INVESTIMENTI 57,5 milioni ","INVESTIMENTI 4,4 milioni ",INVESTIMENTI 355492 ,INVESTIMENTI 503189 ,INVESTIMENTI 0 ,INVESTIMENTI 911656 ,"INVESTIMENTI 3,2 milioni "
,,,,,,,,,,,,,,,
firenze,2014,more_party,"INVESTIMENTI 54,4 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 2,6 milioni ","INVESTIMENTI 6,6 milioni ","INVESTIMENTI 10,6 milioni ","INVESTIMENTI 4,9 milioni ","INVESTIMENTI 22,9 milioni ","INVESTIMENTI 1,5 milioni ",INVESTIMENTI 94792 ,INVESTIMENTI 414898 ,INVESTIMENTI 0 ,INVESTIMENTI 149969 ,INVESTIMENTI 78968 
,,,,,,,,,,,,,,,
foggia,2005,DL,"INVESTIMENTI 25,9 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 13,7 milioni ","INVESTIMENTI 4,0 milioni ",INVESTIMENTI 390461 ,INVESTIMENTI 208689 ,INVESTIMENTI 200336 ,INVESTIMENTI 0 ,INVESTIMENTI 951297 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 523422 
,,,,,,,,,,,,,,,
foggia,2006,DL,"INVESTIMENTI 37,9 milioni ","INVESTIMENTI 12,8 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 16,9 milioni ","INVESTIMENTI 4,2 milioni ",INVESTIMENTI 820361 ,INVESTIMENTI 496302 ,INVESTIMENTI 80083 ,INVESTIMENTI 0 ,INVESTIMENTI 603379 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 204006 
,,,,,,,,,,,,,,,
foggia,2007,DL,"INVESTIMENTI 27,5 milioni ","INVESTIMENTI 3,4 milioni ","INVESTIMENTI 1,8 milioni ","INVESTIMENTI 14,0 milioni ","INVESTIMENTI 4,0 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 10864 ,INVESTIMENTI 310900 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 3333 
,,,,,,,,,,,,,,,
foggia,2008,DL,"INVESTIMENTI 42,8 milioni ","INVESTIMENTI 6,6 milioni ",INVESTIMENTI 975351 ,"INVESTIMENTI 21,3 milioni ","INVESTIMENTI 4,4 milioni ","INVESTIMENTI 2,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 133536 ,INVESTIMENTI 0 ,"INVESTIMENTI 6,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 305213 
,,,,,,,,,,,,,,,
foggia,2009,more_party,"INVESTIMENTI 31,1 milioni ","INVESTIMENTI 5,3 milioni ","INVESTIMENTI 1,7 milioni ","INVESTIMENTI 16,8 milioni ","INVESTIMENTI 2,4 milioni ",INVESTIMENTI 408938 ,INVESTIMENTI 912170 ,INVESTIMENTI 73225 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 680026 
,,,,,,,,,,,,,,,
foggia,2010,PD,"INVESTIMENTI 10,4 milioni ",INVESTIMENTI 361330 ,"INVESTIMENTI 1,0 milioni ","INVESTIMENTI 6,2 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 1,0 milioni ",INVESTIMENTI 237254 ,INVESTIMENTI 0 ,INVESTIMENTI 60661 ,INVESTIMENTI 294399 ,INVESTIMENTI 0 ,INVESTIMENTI 67500 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
foggia,2011,PD,"INVESTIMENTI 6,8 milioni ",INVESTIMENTI 614346 ,"INVESTIMENTI 1,8 milioni ","INVESTIMENTI 3,7 milioni ",INVESTIMENTI 102342 ,INVESTIMENTI 671026 ,INVESTIMENTI 10235 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
foggia,2012,PD,"INVESTIMENTI 5,9 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 2,2 milioni ",INVESTIMENTI 124636 ,INVESTIMENTI 248974 ,INVESTIMENTI 33900 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 203500 ,INVESTIMENTI 0 ,INVESTIMENTI 45000 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
foggia,2013,PD,"INVESTIMENTI 13,2 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 5,0 milioni ","INVESTIMENTI 3,3 milioni ",INVESTIMENTI 251051 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 480895 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
foggia,2014,more_party,"INVESTIMENTI 8,2 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 179203 ,"INVESTIMENTI 3,9 milioni ",INVESTIMENTI 936819 ,INVESTIMENTI 344176 ,INVESTIMENTI 78047 ,INVESTIMENTI 157000 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,4 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 112500 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
forli,2005,DS,"INVESTIMENTI 70,4 milioni ","INVESTIMENTI 42,8 milioni ","INVESTIMENTI 4,5 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 8,0 milioni ","INVESTIMENTI 6,2 milioni ","INVESTIMENTI 3,0 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 51646 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 576039 ,INVESTIMENTI 3655 
,,,,,,,,,,,,,,,
forli,2006,DS,"INVESTIMENTI 70,7 milioni ","INVESTIMENTI 37,3 milioni ","INVESTIMENTI 4,5 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 12,6 milioni ","INVESTIMENTI 7,2 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 765855 ,INVESTIMENTI 0 ,INVESTIMENTI 133205 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 148077 ,INVESTIMENTI 35673 
,,,,,,,,,,,,,,,
forli,2007,DS,"INVESTIMENTI 91,5 milioni ","INVESTIMENTI 61,9 milioni ","INVESTIMENTI 2,0 milioni ","INVESTIMENTI 4,1 milioni ","INVESTIMENTI 14,4 milioni ","INVESTIMENTI 4,2 milioni ","INVESTIMENTI 2,1 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 119692 ,INVESTIMENTI 999999 ,INVESTIMENTI 655626 ,INVESTIMENTI 43268 
,,,,,,,,,,,,,,,
forli,2008,DS,"INVESTIMENTI 117,6 milioni ","INVESTIMENTI 82,7 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 5,5 milioni ","INVESTIMENTI 13,5 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 3,6 milioni ",INVESTIMENTI 825670 ,INVESTIMENTI 0 ,INVESTIMENTI 392151 ,"INVESTIMENTI 3,3 milioni ",INVESTIMENTI 736644 ,INVESTIMENTI 613769 
,,,,,,,,,,,,,,,
forli,2009,more_party,"INVESTIMENTI 137,4 milioni ","INVESTIMENTI 111,2 milioni ","INVESTIMENTI 1,6 milioni ","INVESTIMENTI 6,4 milioni ","INVESTIMENTI 8,9 milioni ","INVESTIMENTI 3,1 milioni ","INVESTIMENTI 1,9 milioni ",INVESTIMENTI 852535 ,INVESTIMENTI 0 ,INVESTIMENTI 622373 ,"INVESTIMENTI 2,5 milioni ",INVESTIMENTI 135376 ,INVESTIMENTI 229513 
,,,,,,,,,,,,,,,
forli,2010,PD,"INVESTIMENTI 55,8 milioni ","INVESTIMENTI 37,2 milioni ",INVESTIMENTI 553096 ,"INVESTIMENTI 2,9 milioni ","INVESTIMENTI 8,7 milioni ","INVESTIMENTI 3,9 milioni ",INVESTIMENTI 796328 ,INVESTIMENTI 689353 ,INVESTIMENTI 0 ,INVESTIMENTI 277224 ,INVESTIMENTI 7524 ,INVESTIMENTI 203708 ,INVESTIMENTI 568672 
,,,,,,,,,,,,,,,
forli,2011,PD,"INVESTIMENTI 33,6 milioni ","INVESTIMENTI 13,1 milioni ","INVESTIMENTI 1,5 milioni ","INVESTIMENTI 4,8 milioni ","INVESTIMENTI 5,7 milioni ","INVESTIMENTI 6,1 milioni ",INVESTIMENTI 891739 ,INVESTIMENTI 723144 ,INVESTIMENTI 0 ,INVESTIMENTI 45142 ,INVESTIMENTI 120000 ,INVESTIMENTI 141859 ,INVESTIMENTI 444953 
,,,,,,,,,,,,,,,
forli,2012,PD,"INVESTIMENTI 28,4 milioni ","INVESTIMENTI 5,4 milioni ","INVESTIMENTI 1,1 milioni ","INVESTIMENTI 5,2 milioni ","INVESTIMENTI 6,9 milioni ","INVESTIMENTI 6,2 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 1,7 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 126672 ,INVESTIMENTI 0 ,INVESTIMENTI 192471 ,INVESTIMENTI 84356 
,,,,,,,,,,,,,,,
forli,2013,PD,"INVESTIMENTI 70,7 milioni ","INVESTIMENTI 23,0 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 9,6 milioni ","INVESTIMENTI 13,5 milioni ","INVESTIMENTI 13,4 milioni ","INVESTIMENTI 2,4 milioni ","INVESTIMENTI 4,6 milioni ",INVESTIMENTI 0 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 194784 ,INVESTIMENTI 777281 ,INVESTIMENTI 896893 
,,,,,,,,,,,,,,,
forli,2014,more_party,"INVESTIMENTI 30,2 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 793351 ,"INVESTIMENTI 1,5 milioni ","INVESTIMENTI 15,6 milioni ","INVESTIMENTI 8,9 milioni ",INVESTIMENTI 865463 ,INVESTIMENTI 901746 ,INVESTIMENTI 0 ,INVESTIMENTI 132119 ,INVESTIMENTI 0 ,INVESTIMENTI 144015 ,INVESTIMENTI 267003 
,,,,,,,,,,,,,,,
frosinone,2005,DS,"INVESTIMENTI 10,0 milioni ","INVESTIMENTI 1,2 milioni ","INVESTIMENTI 1,4 milioni ","INVESTIMENTI 2,2 milioni ","INVESTIMENTI 3,4 milioni ",INVESTIMENTI 267938 ,INVESTIMENTI 0 ,"INVESTIMENTI 1,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 2835 
,,,,,,,,,,,,,,,
frosinone,2006,DS,"INVESTIMENTI 13,9 milioni ","INVESTIMENTI 4,7 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 874364 ,"INVESTIMENTI 4,1 milioni ",INVESTIMENTI 88251 ,INVESTIMENTI 0 ,"INVESTIMENTI 2,6 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 50 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 380307 
,,,,,,,,,,,,,,,
frosinone,2007,more_party,"INVESTIMENTI 12,4 milioni ",INVESTIMENTI 493355 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 810617 ,"INVESTIMENTI 5,5 milioni ",INVESTIMENTI 57036 ,INVESTIMENTI 0 ,"INVESTIMENTI 3,9 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 193455 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 27741 
,,,,,,,,,,,,,,,
frosinone,2008,PD,"INVESTIMENTI 6,1 milioni ",INVESTIMENTI 36365 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 505697 ,"INVESTIMENTI 3,4 milioni ",INVESTIMENTI 813 ,INVESTIMENTI 0 ,INVESTIMENTI 336967 ,INVESTIMENTI 0 ,INVESTIMENTI 658848 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
frosinone,2009,PD,"INVESTIMENTI 13,3 milioni ",INVESTIMENTI 362845 ,INVESTIMENTI 830033 ,INVESTIMENTI 677272 ,"INVESTIMENTI 3,4 milioni ",INVESTIMENTI 199582 ,INVESTIMENTI 0 ,"INVESTIMENTI 7,8 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 691 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
frosinone,2010,PD,"INVESTIMENTI 11,2 milioni ",INVESTIMENTI 102106 ,INVESTIMENTI 800276 ,"INVESTIMENTI 3,0 milioni ","INVESTIMENTI 5,1 milioni ","INVESTIMENTI 1,1 milioni ",INVESTIMENTI 63980 ,"INVESTIMENTI 1,1 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
frosinone,2011,PD,"INVESTIMENTI 10,6 milioni ",INVESTIMENTI 148619 ,INVESTIMENTI 908515 ,INVESTIMENTI 911604 ,"INVESTIMENTI 5,5 milioni ","INVESTIMENTI 1,6 milioni ",INVESTIMENTI 3315 ,"INVESTIMENTI 1,5 milioni ",INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 ,INVESTIMENTI 0 
,,,,,,,,,,,,,,,
