Name,Zone,Price,Surface,Zone_num
"Bilocale via Lodovico Muratori 32, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1700,70.0,8
"Trilocale via Antonio Fogazzaro, Montenero, Milano",porta-romana-cadore-montenero,1692,101.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1150,59.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1380,58.0,8
"Trilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1659,84.0,8
"Bilocale via Mantova 4, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1300,60.0,8
"Bilocale via Mantova 4, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1300,60.0,8
"Trilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1533,90.0,8
"Monolocale via Amatore Antonio Sciesa 1, Montenero, Milano",porta-romana-cadore-montenero,850,25.0,8
"Bilocale viale Isonzo 58, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1500,76.0,8
"Bilocale ottimo stato, quarto piano, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1400,72.0,8
"Trilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1600,84.0,8
"Trilocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,1600,80.0,8
"Bilocale via Verona 11, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1950,35.0,8
"Bilocale piazzale Medaglie d'Oro, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2000,65.0,8
"Trilocale via Lazzaro Papi 12, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2400,80.0,8
"Bilocale corso Lodi 3, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1300,65.0,8
"Bilocale via Carlo Botta 32, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1850,50.0,8
"Bilocale viale Sabotino 15, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,40.0,8
"Bilocale via Augusto Anfossi 12, Montenero, Milano",porta-romana-cadore-montenero,1500,90.0,8
"Monolocale viale Sabotino, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1250,40.0,8
"Trilocale via Fogazzaro, Montenero, Milano",porta-romana-cadore-montenero,2000,98.0,8
"Trilocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,1850,110.0,8
"Trilocale via Andrea Maffei 8, Montenero, Milano",porta-romana-cadore-montenero,1500,58.0,8
"Trilocale via Crema, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1500,80.0,8
"Monolocale via Passo Buole 3, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1100,25.0,8
"Trilocale corso Lodi 18, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1850,85.0,8
"Quadrilocale via Augusto Anfossi 36, Cadore, Milano",porta-romana-cadore-montenero,3000,162.0,8
"Bilocale via Fogazzaro 14, Montenero, Milano",porta-romana-cadore-montenero,1250,65.0,8
"Bilocale via Andrea Maffei 8, Montenero, Milano",porta-romana-cadore-montenero,1100,56.0,8
"Trilocale via Andrea Maffei 8, Montenero, Milano",porta-romana-cadore-montenero,1500,58.0,8
"Monolocale via Amatore Antonio Sciesa 1, Montenero, Milano",porta-romana-cadore-montenero,920,30.0,8
"Trilocale via Crema, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1600,80.0,8
"Bilocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,1450,85.0,8
"Trilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,2350,130.0,8
"Bilocale viale Monte Nero 73, Montenero, Milano",porta-romana-cadore-montenero,2200,35.0,8
"Bilocale via Giuseppe Ripamonti 16, Bocconi, Milano",porta-romana-cadore-montenero,1950,45.0,8
"Appartamento via Crema, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2200,120.0,8
"Attico via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,2700,110.0,8
"Trilocale buono stato, secondo piano, Montenero, Milano",porta-romana-cadore-montenero,2083,97.0,8
"Trilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1700,90.0,8
"Trilocale via Lazzaro Papi, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1700,80.0,8
"Bilocale via Friuli 88, Cadore, Milano",porta-romana-cadore-montenero,1390,79.0,8
"Quadrilocale via Spartaco 10, Montenero, Milano",porta-romana-cadore-montenero,3000,128.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1155,56.0,8
"Bilocale via antonio fogazzaro 8, Montenero, Milano",porta-romana-cadore-montenero,2050,53.0,8
"Bilocale via Giuseppe Ripamonti 1, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1250,60.0,8
"Trilocale via crema 19, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,3000,84.0,8
"Monolocale viale Umbria, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,700,30.0,8
"Bilocale via Giuseppe Ripamonti, Bocconi, Milano",porta-romana-cadore-montenero,1500,55.0,8
"Loft via Antonio Fogazzaro 14, Montenero, Milano",porta-romana-cadore-montenero,1000,50.0,8
"Trilocale via Cadore 21, Cadore, Milano",porta-romana-cadore-montenero,1700,80.0,8
"Trilocale via Spartaco 10, Montenero, Milano",porta-romana-cadore-montenero,1450,90.0,8
"Quadrilocale via Clusone, 3, Montenero, Milano",porta-romana-cadore-montenero,2000,85.0,8
"Loft via Lazzaro Papi, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1000,30.0,8
"Bilocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,1450,85.0,8
"Bilocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,1541,90.0,8
"Trilocale via Crema, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1800,65.0,8
"Trilocale via Cadore, Cadore, Milano",porta-romana-cadore-montenero,1400,68.0,8
"Bilocale via friuli, 8a, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,900,50.0,8
"Trilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1532,90.0,8
"Trilocale via Mantova, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1800,115.0,8
"Bilocale via San Gerolamo Emiliani,1, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2875,50.0,8
"Bilocale via Vittorio Salmini 1, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1550,50.0,8
"Monolocale via Crema,9, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2250,20.0,8
"Quadrilocale viale Montenero, Montenero, Milano",porta-romana-cadore-montenero,1900,110.0,8
"Trilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1700,90.0,8
"Monolocale viale Monte Nero,29, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2000,20.0,8
"Bilocale via Augusto Anfossi,18, Cadore, Milano",porta-romana-cadore-montenero,1750,50.0,8
"Bilocale via Emilio Morosini,27A, Cadore, Milano",porta-romana-cadore-montenero,3000,50.0,8
"Bilocale via San Gerolamo Emiliani,1, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2750,45.0,8
"Monolocale via Perugino,27, Cadore, Milano",porta-romana-cadore-montenero,1070,40.0,8
"Bilocale viale Monte Nero,29, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2225,50.0,8
"Bilocale via Pier Lombardo,16, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2750,50.0,8
"Bilocale via Friuli,15, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2750,45.0,8
"Bilocale via San Gerolamo Emiliani,1, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2500,50.0,8
"Bilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1666,72.0,8
"Monolocale via Antonio Fogazzaro 8, Montenero, Milano",porta-romana-cadore-montenero,1000,28.0,8
"Bilocale via Maffei, Montenero, Milano",porta-romana-cadore-montenero,1154,56.0,8
"Quadrilocale via muratori , 55, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2100,108.0,8
"Quadrilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,2627,72.0,8
"Bilocale via Maffei, Montenero, Milano",porta-romana-cadore-montenero,1535,56.0,8
"Bilocale via Maffei, Montenero, Milano",porta-romana-cadore-montenero,1800,68.0,8
"Bilocale via Cadore 31, Cadore, Milano",porta-romana-cadore-montenero,850,40.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1666,56.0,8
"Bilocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,1500,70.0,8
"Bilocale via Pietro Colletta, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,60.0,8
"Bilocale via Crema, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1400,60.0,8
"Loft via Giuseppe Ripamonti 7, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,55.0,8
"Trilocale via Cadore 41, Cadore, Milano",porta-romana-cadore-montenero,2000,95.0,8
"Bilocale via Pietro Colletta, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,60.0,8
"Bilocale via Augusto Anfossi 13, Montenero, Milano",porta-romana-cadore-montenero,1400,50.0,8
"Quadrilocale via Mantova 21, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2000,100.0,8
"Trilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1700,90.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1100,59.0,8
"Trilocale viale Caldara, 41, Quadronno - Crocetta, Milano",porta-romana-cadore-montenero,2416,110.0,8
"Trilocale viale Caldara, 41, Quadronno - Crocetta, Milano",porta-romana-cadore-montenero,2416,110.0,8
"Attico via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1660,72.0,8
"Monolocale via Maestri Campionesi, Cadore, Milano",porta-romana-cadore-montenero,750,30.0,8
"Quadrilocale via Spartaco, Cadore, Milano",porta-romana-cadore-montenero,2555,130.0,8
"Appartamento viale Sabotino,38, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1400,32.0,8
"Trilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1491,56.0,8
"Trilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1535,56.0,8
"Trilocale via Carlo Botta 32, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,2290,90.0,8
"Bilocale via Francesco Burlamacchi, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1500,60.0,8
"Bilocale via Spartaco 38, Cadore, Milano",porta-romana-cadore-montenero,1270,54.0,8
"Trilocale via Perugino, Cadore, Milano",porta-romana-cadore-montenero,1900,70.0,8
"Trilocale viale Sabotino, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1600,115.0,8
"Trilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1576,56.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1153,56.0,8
"Trilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1659,84.0,8
"Bilocale umbria, 50, Martini - Insubria, Milano",porta-romana-cadore-montenero,1030,65.0,8
"Bilocale viale Sabotino 8, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1350,60.0,8
"Monolocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,800,28.0,8
"Bilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,1300,86.0,8
"Bilocale umbria, 50, Martini - Insubria, Milano",porta-romana-cadore-montenero,1030,65.0,8
"Monolocale viale Monte Nero,29, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1800,50.0,8
"Monolocale via Clusone,1, Montenero, Milano",porta-romana-cadore-montenero,1750,50.0,8
"Monolocale via Comelico, Cadore, Milano",porta-romana-cadore-montenero,500,20.0,8
"Monolocale ottimo stato, piano terra, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,900,30.0,8
"Quadrilocale via Spartaco, Montenero, Milano",porta-romana-cadore-montenero,2560,128.0,8
"Trilocale via Antonio Fogazzaro, Montenero, Milano",porta-romana-cadore-montenero,1700,98.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1580,56.0,8
"Bilocale buono stato, terzo piano, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1400,70.0,8
"Bilocale via Andrea Maffei, Montenero, Milano",porta-romana-cadore-montenero,1000,58.0,8
"Monolocale via Giuseppe Ripamonti, 3, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1250,55.0,8
"Bilocale ottimo stato, primo piano, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1250,56.0,8
"Bilocale via Carlo Botta 9, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1400,65.0,8
"Trilocale buono stato, secondo piano, Montenero, Milano",porta-romana-cadore-montenero,2400,98.0,8
"Bilocale via Spartaco 10, Montenero, Milano",porta-romana-cadore-montenero,1900,83.0,8
"Bilocale via Spartaco, Cadore, Milano",porta-romana-cadore-montenero,1270,54.0,8
"Trilocale ottimo stato, quinto piano, Quadronno - Crocetta, Milano",porta-romana-cadore-montenero,2417,110.0,8
"Bilocale via Lodovico Muratori, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,45.0,8
"Bilocale via Spartaco 10, Montenero, Milano",porta-romana-cadore-montenero,1700,90.0,8
"Bilocale via Andrea Maffei 8, Montenero, Milano",porta-romana-cadore-montenero,1800,56.0,8
"Trilocale via Cadore, Cadore, Milano",porta-romana-cadore-montenero,2200,85.0,8
"Bilocale via Spartaco 38, Cadore, Milano",porta-romana-cadore-montenero,1350,54.0,8
"Quadrilocale viale Monte Nero, Montenero, Milano",porta-romana-cadore-montenero,2800,120.0,8
"Bilocale via Giuseppe Ripamonti 16, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,50.0,8
"Trilocale via Vittorio Salmini 4, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1700,70.0,8
"Mansarda via Mantova 17, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,700,26.0,8
"Bilocale via Cadore, Cadore, Milano",porta-romana-cadore-montenero,1300,95.0,8
"Bilocale viale Monte Nero, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1600,45.0,8
"Loft via Lazzaro Papi 6, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1300,60.0,8
"Mansarda via Perugino 16, Cadore, Milano",porta-romana-cadore-montenero,1300,50.0,8
"Bilocale via Cadore 45, Cadore, Milano",porta-romana-cadore-montenero,1600,75.0,8
"Bilocale via Pier Lombardo 3, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1400,45.0,8
"Trilocale viale Monte Nero 66, Montenero, Milano",porta-romana-cadore-montenero,2000,95.0,8
"Bilocale via Lodovico Muratori 10, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1500,30.0,8
"Bilocale viale Monte Nero 35, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1250,40.0,8
"Bilocale via Lodovico Muratori 32, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1700,70.0,8
"Bilocale via Francesco Burlamacchi 10, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1100,50.0,8
"Bilocale viale Sabotino 19, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,65.0,8
"Bilocale via Mantova 17, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1250,56.0,8
"Bilocale corso Lodi 29, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1200,50.0,8
"Bilocale viale Umbria, Porta Vittoria, Milano",porta-romana-cadore-montenero,1200,40.0,8
"Monolocale via Amatore Antonio Sciesa 1, Montenero, Milano",porta-romana-cadore-montenero,800,45.0,8
"Bilocale viale Monte Nero 59, Montenero, Milano",porta-romana-cadore-montenero,1400,70.0,8
"Monolocale via Antonio Fogazzaro 8, Montenero, Milano",porta-romana-cadore-montenero,800,25.0,8
"Bilocale via Cadore 36, Cadore, Milano",porta-romana-cadore-montenero,1350,60.0,8
"Palazzo - Edificio corso Lodi, Porta Romana - Medaglie d'Oro, Milano",porta-romana-cadore-montenero,1300,45.0,8
"Monolocale via Amatore Antonio Sciesa, Montenero, Milano",porta-romana-cadore-montenero,1200,25.0,8
"Trilocale via Fratelli Bronzetti 31, Indipendenza, Milano",porta-venezia-indipendenza,2000,75.0,9
"Bilocale via Pasquale Sottocorno 5A, Piave - Tricolore, Milano",porta-venezia-indipendenza,1550,45.0,9
"Bilocale viale Dei Mille, Indipendenza, Milano",porta-venezia-indipendenza,2350,85.0,9
"Quadrilocale piazza del Tricolore, Piave - Tricolore, Milano",porta-venezia-indipendenza,2600,130.0,9
"Monolocale via Amatore Antonio Sciesa 1, Montenero, Milano",porta-venezia-indipendenza,1050,30.0,9
"Bilocale via Giuseppe Sirtori 10, Porta Venezia, Milano",porta-venezia-indipendenza,1650,50.0,9
"Trilocale corso Buenos Aires,12, Porta Venezia, Milano",porta-venezia-indipendenza,3000,90.0,9
"Monolocale via Castel Morrone,1, Indipendenza, Milano",porta-venezia-indipendenza,1400,50.0,9
"Bilocale viale Piave, Piave - Tricolore, Milano",porta-venezia-indipendenza,1500,50.0,9
"Bilocale corso Buenos Aires 10, Porta Venezia, Milano",porta-venezia-indipendenza,1490,80.0,9
"Trilocale via Castel Morrone, Indipendenza, Milano",porta-venezia-indipendenza,1950,108.0,9
"Appartamento via Castel Morrone, Indipendenza, Milano",porta-venezia-indipendenza,2800,140.0,9
"Bilocale viale Piceno 35, Indipendenza, Milano",porta-venezia-indipendenza,1300,65.0,9
"Trilocale via dei Barbarigo 1, Indipendenza, Milano",porta-venezia-indipendenza,1500,82.0,9
"Monolocale via Lambro, Porta Venezia, Milano",porta-venezia-indipendenza,650,35.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2085,85.0,9
"Bilocale via Fratelli Bronzetti 27, Indipendenza, Milano",porta-venezia-indipendenza,2200,75.0,9
"Trilocale corso 22 Marzo 7, Piave - Tricolore, Milano",porta-venezia-indipendenza,1250,65.0,9
"Monolocale via Carlo Poma, Indipendenza, Milano",porta-venezia-indipendenza,1325,64.0,9
"Trilocale via Tadino, Porta Venezia, Milano",porta-venezia-indipendenza,1400,75.0,9
"Monolocale via Archimede, Indipendenza, Milano",porta-venezia-indipendenza,1200,50.0,9
"Bilocale corso Indipendenza 5, Indipendenza, Milano",porta-venezia-indipendenza,2200,65.0,9
"Trilocale via Ciro Menotti, Indipendenza, Milano",porta-venezia-indipendenza,1800,80.0,9
"Monolocale via Carlo Poma 37, Indipendenza, Milano",porta-venezia-indipendenza,1000,45.0,9
"Trilocale via Francesco Guicciardini 9, Piave - Tricolore, Milano",porta-venezia-indipendenza,1600,90.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2083,85.0,9
"Bilocale via Panfilo Castaldi 27, Porta Venezia, Milano",porta-venezia-indipendenza,1650,65.0,9
"Quadrilocale via Archimede 14, Porta Venezia, Indipendenza, Milano",porta-venezia-indipendenza,2500,101.0,9
"Trilocale piazza Cinque Giornate, Piave - Tricolore, Milano",porta-venezia-indipendenza,1650,100.0,9
"Trilocale via Giulio Uberti, Indipendenza, Milano",porta-venezia-indipendenza,2166,111.0,9
"Trilocale viale regina giovanna 38, Porta Venezia, Milano",porta-venezia-indipendenza,1700,95.0,9
"Trilocale via Gustavo Modena, Indipendenza, Milano",porta-venezia-indipendenza,1750,73.0,9
"Monolocale via Carlo Goldoni 12, Piave - Tricolore, Milano",porta-venezia-indipendenza,900,40.0,9
"Trilocale via Ciro Menotti 4, Indipendenza, Milano",porta-venezia-indipendenza,1800,80.0,9
"Bilocale via Galvano Fiamma 26, Indipendenza, Milano",porta-venezia-indipendenza,1300,75.0,9
"Appartamento corso Indipendenza, Indipendenza, Milano",porta-venezia-indipendenza,2300,75.0,9
"Monolocale via Lecco 1, Porta Venezia, Milano",porta-venezia-indipendenza,1000,40.0,9
"Attico via Marcona 38, Indipendenza, Milano",porta-venezia-indipendenza,2780,80.0,9
"Bilocale viale Premuda, Piave - Tricolore, Milano",porta-venezia-indipendenza,1400,45.0,9
"Bilocale piazza Risorgimento 10, Indipendenza, Milano",porta-venezia-indipendenza,2800,111.0,9
"Bilocale via Lazzaro Spallanzani 6, Porta Venezia, Milano",porta-venezia-indipendenza,1300,55.0,9
"Trilocale viale Piave, Piave - Tricolore, Milano",porta-venezia-indipendenza,1900,105.0,9
"Trilocale via modena 25, Indipendenza, Milano",porta-venezia-indipendenza,1750,80.0,9
"Bilocale corso Buenos Aires 2, Porta Venezia, Milano",porta-venezia-indipendenza,1600,61.0,9
"Bilocale via Benvenuto Cellini, Piave - Tricolore, Milano",porta-venezia-indipendenza,1500,60.0,9
"Bilocale via Tadino, Porta Venezia, Milano",porta-venezia-indipendenza,1400,70.0,9
"Bilocale via Marcona 26, Piave - Tricolore, Milano",porta-venezia-indipendenza,1600,80.0,9
"Monolocale via Carlo Poma 37, Indipendenza, Milano",porta-venezia-indipendenza,1100,40.0,9
"Bilocale via Panfilo Castaldi 27, Porta Venezia, Milano",porta-venezia-indipendenza,1650,65.0,9
"Trilocale viale Piave, Piave - Tricolore, Milano",porta-venezia-indipendenza,2084,85.0,9
"Trilocale via Castel Morrone, Indipendenza, Milano",porta-venezia-indipendenza,2166,130.0,9
"Bilocale via Rosolino Pilo 16, Porta Venezia, Milano",porta-venezia-indipendenza,1000,45.0,9
"Attico viale Bianca Maria, Piave - Tricolore, Milano",porta-venezia-indipendenza,2800,100.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2083,85.0,9
"Bilocale via Goffredo Mameli 11, Indipendenza, Milano",porta-venezia-indipendenza,1550,55.0,9
"Trilocale via Ciro Menotti 2/a, Indipendenza, Milano",porta-venezia-indipendenza,1600,120.0,9
"Trilocale corso Indipendenza 21, Indipendenza, Milano",porta-venezia-indipendenza,2250,120.0,9
"Trilocale viale Regina Giovanna 38, Porta Venezia, Milano",porta-venezia-indipendenza,1700,80.0,9
"Monolocale via Paolo Frisi 3, Porta Venezia, Milano",porta-venezia-indipendenza,690,23.0,9
"Trilocale viale Piave 23, Piave - Tricolore, Milano",porta-venezia-indipendenza,2083,85.0,9
"Monolocale via Pasquale Sottocorno 27, Indipendenza, Milano",porta-venezia-indipendenza,900,30.0,9
"Mansarda via Pietro Maestri 2, Piave - Tricolore, Milano",porta-venezia-indipendenza,2500,115.0,9
"Trilocale via Ciro Menotti 4, Indipendenza, Milano",porta-venezia-indipendenza,1900,80.0,9
"Bilocale via Galvano Fiamma 40, Indipendenza, Milano",porta-venezia-indipendenza,1200,48.0,9
"Trilocale via Ciro Menotti 4, Indipendenza, Milano",porta-venezia-indipendenza,1800,80.0,9
"Trilocale via Carlo Poma, Indipendenza, Milano",porta-venezia-indipendenza,1850,90.0,9
"Trilocale via Castel Morrone, Indipendenza, Milano",porta-venezia-indipendenza,1750,82.0,9
"Quadrilocale via Castel Morrone, Indipendenza, Milano",porta-venezia-indipendenza,2250,145.0,9
"Trilocale via Galvano Fiamma 27, Piave - Tricolore, Milano",porta-venezia-indipendenza,1500,90.0,9
"Bilocale corso Concordia 10, Piave - Tricolore, Milano",porta-venezia-indipendenza,2500,90.0,9
"Trilocale via Gustavo Modena 25, Indipendenza, Milano",porta-venezia-indipendenza,1750,81.0,9
"Trilocale viale Piave, Piave - Tricolore, Milano",porta-venezia-indipendenza,2080,80.0,9
"Quadrilocale viale dei Mille 5, Indipendenza, Milano",porta-venezia-indipendenza,3000,190.0,9
"Bilocale via Panfilo Castaldi 37, Porta Venezia, Milano",porta-venezia-indipendenza,1500,60.0,9
"Trilocale via Ciro Menotti 4, Indipendenza, Milano",porta-venezia-indipendenza,1800,85.0,9
"Trilocale viale Piave, Piave - Tricolore, Milano",porta-venezia-indipendenza,2084,85.0,9
"Bilocale piazza Maria Adelaide di Savoia 2, Indipendenza, Milano",porta-venezia-indipendenza,1700,72.0,9
"Trilocale viale Piave 37, Porta Venezia, Milano",porta-venezia-indipendenza,2083,80.0,9
"Monolocale via Giuseppe Sirtori 10, Porta Venezia, Milano",porta-venezia-indipendenza,1350,60.0,9
"Attico via Melzo, Porta Venezia, Milano",porta-venezia-indipendenza,750,20.0,9
"Bilocale via Panfilo Castaldi, Porta Venezia, Milano",porta-venezia-indipendenza,1200,42.0,9
"Bilocale via Melzo 13, Porta Venezia, Milano",porta-venezia-indipendenza,1500,60.0,9
"Trilocale via Ciro Menotti 4, Indipendenza, Milano",porta-venezia-indipendenza,1700,80.0,9
"Trilocale via Piave 12, Piave - Tricolore, Milano",porta-venezia-indipendenza,2400,130.0,9
"Bilocale via Marcona 1, Piave - Tricolore, Milano",porta-venezia-indipendenza,1250,45.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2083,85.0,9
"Quadrilocale piazza Emilia 3, Indipendenza, Milano",porta-venezia-indipendenza,2600,140.0,9
"Bilocale viale Regina Giovanna, Porta Venezia, Milano",porta-venezia-indipendenza,1350,80.0,9
"Trilocale via Ciro Menotti 4, Indipendenza, Milano",porta-venezia-indipendenza,1700,85.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2085,85.0,9
"Bilocale via Carlo Pisacane 25, Piave - Tricolore, Milano",porta-venezia-indipendenza,1500,69.0,9
"Trilocale viale Regina Giovanna, Porta Venezia, Milano",porta-venezia-indipendenza,1850,110.0,9
"Bilocale via Kramer 19, Piave - Tricolore, Milano",porta-venezia-indipendenza,1950,60.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2100,85.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2083,85.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2085,85.0,9
"Trilocale viale Piave 29, Porta Venezia, Milano",porta-venezia-indipendenza,2085,85.0,9
"Trilocale viale Piave, Piave - Tricolore, Milano",porta-venezia-indipendenza,2083,85.0,9
"Trilocale via Castel Morrone 14, Indipendenza, Milano",porta-venezia-indipendenza,1800,110.0,9
"Quadrilocale via Panfilo Castaldi, Porta Venezia, Milano",porta-venezia-indipendenza,2300,135.0,9
"Bilocale viale dei Mille 7, Indipendenza, Milano",porta-venezia-indipendenza,1400,65.0,9
"Bilocale via Fratelli Bronzetti 11, Indipendenza, Milano",porta-venezia-indipendenza,1200,65.0,9
"Bilocale via Nino Bixio 22, Piave - Tricolore, Milano",porta-venezia-indipendenza,1200,80.0,9
"Bilocale via Panfilo Castaldi, Porta Venezia, Milano",porta-venezia-indipendenza,1250,40.0,9
