Name,Zone,Price,Surface 
"Trilocale via Petrella, Buenos Aires, Milano",centrale-repubblica,1750,115
"Bilocale via Alfredo Cappellini 16, Centrale, Milano",centrale-repubblica,2250,86
"Trilocale via Bartolomeo Eustachi 29, Morgagni, Milano",centrale-repubblica,2083,70
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1583,52
"Quadrilocale Repubblica Porta Venezia, Repubblica, Milano",centrale-repubblica,4917,170
"Bilocale via Alessandro Tadino, Buenos Aires, Milano",centrale-repubblica,950,41
"Trilocale via Mauro Macchi, Centrale, Milano",centrale-repubblica,3000,100
"Bilocale via via Vitruvio  43, Centrale, Milano",centrale-repubblica,1750,45
"Trilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,1920,63
"Bilocale via Giovan Battista Pergolesi 29, Centrale, Milano",centrale-repubblica,1050,65
"Monolocale via San Gregorio, Centrale, Milano",centrale-repubblica,850,25
"Quadrilocale via San Gregorio, Centrale, Milano",centrale-repubblica,2800,104
"Trilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,1916,70
"Bilocale corso Buenos Aires 66, Buenos Aires, Milano",centrale-repubblica,1150,55
"Loft via Felice Casati 26, Repubblica, Milano",centrale-repubblica,1400,80
"Monolocale viale Abruzzi, Citta Studi, Milano",centrale-repubblica,900,30
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1500,52
"Bilocale viale Abruzzi 19, Morgagni, Milano",centrale-repubblica,900,55
"Bilocale via Felice Casati 24, Repubblica, Milano",centrale-repubblica,1200,52
"Bilocale via Ponte Seveso 35, Centrale, Milano",centrale-repubblica,1060,60
"Mansarda corso BUENOS AIRES, Morgagni, Milano",centrale-repubblica,1600,57
"Trilocale via Mauro Macchi 4, Centrale, Milano",centrale-repubblica,2000,90
"Bilocale corso Buenos Aires 64, Buenos Aires, Milano",centrale-repubblica,1800,30
"Trilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,2083,80
"Trilocale via Giuseppe Pecchio 1., Buenos Aires, Milano",centrale-repubblica,1800,62
"Bilocale via Bartolomeo Eustachi 29, Morgagni, Milano",centrale-repubblica,2080,70
"Mansarda via Maiocchi, Morgagni, Milano",centrale-repubblica,1800,80
"Trilocale via Boccaccio 11, Morgagni, Milano",centrale-repubblica,2600,85
"Quadrilocale via Generale Gustavo Fara 1, Centrale, Milano",centrale-repubblica,2900,111
"Bilocale via Paolo Frisi, Porta Venezia, Milano",centrale-repubblica,1150,50
"Appartamento via Vitruvio, Buenos Aires, Milano",centrale-repubblica,3800,160
"Trilocale via Eustachi, Morgagni, Milano",centrale-repubblica,2250,75
"Trilocale via EustachI, Morgagni, Milano",centrale-repubblica,1916,63
"Trilocale via Eustachi, Morgagni, Milano",centrale-repubblica,2085,70
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1666,54
"Bilocale via fara 12, Centrale, Milano",centrale-repubblica,"12001400(-14,3%)",85
"Trilocale via Galileo Galilei, Repubblica, Milano",centrale-repubblica,3800,110
"Trilocale via Plinio, Citta Studi, Milano",centrale-repubblica,2400,75
"Bilocale viale Lunigiana, Centrale, Milano",centrale-repubblica,950,45
"Bilocale via Napo Torriani 12, Centrale, Milano",centrale-repubblica,1300,85
"Trilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,2250,90
"Bilocale via Ponte Seveso 35, Centrale, Milano",centrale-repubblica,1000,75
"Trilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,2250,78
"Bilocale viale Regina Giovanna, Porta Venezia, Milano",centrale-repubblica,1150,45
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1167,53
"Bilocale via Antonio Stoppani 11, Morgagni, Milano",centrale-repubblica,1340,54
"Trilocale viale Regina Giovanna, Porta Venezia, Milano",centrale-repubblica,2000,110
"Bilocale via Antonio Stoppani 11, Morgagni, Milano",centrale-repubblica,1333,50
"Monolocale via Tadino, 41, Buenos Aires, Milano",centrale-repubblica,1600,35
"Bilocale corso Buenos Aires, Buenos Aires, Milano",centrale-repubblica,1600,48
"Bilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,2080,70
"Bilocale via Generale Gustavo Fara 4, Centrale, Milano",centrale-repubblica,1900,60
"Quadrilocale via San Gregorio, Centrale, Milano",centrale-repubblica,2700,104
"Monolocale via Domenico Scarlatti 26, Centrale, Milano",centrale-repubblica,1090,30
"Bilocale via Roberto Lepetit, Centrale, Milano",centrale-repubblica,1300,40
"Bilocale via Vitruvio, Buenos Aires, Milano",centrale-repubblica,1800,67
"Monolocale via Giuseppe Marcora 8, Porta Nuova, Milano",centrale-repubblica,950,33
"Monolocale via Plinio, Citta Studi, Milano",centrale-repubblica,850,25
"Monolocale via Melchiorre Gioia, Centrale, Milano",centrale-repubblica,1200,40
"Bilocale via Roberto Lepetit 3, Centrale, Milano",centrale-repubblica,1200,40
"Trilocale mercadante, 17, Buenos Aires, Milano",centrale-repubblica,1800,90
"Trilocale via Settembrini, 49, Centrale, Milano",centrale-repubblica,2400,110
"Attico ottimo stato, 230 , Buenos Aires, Milano",centrale-repubblica,10000,230
"Trilocale via Benedetto Marcello, Buenos Aires, Milano",centrale-repubblica,1200,60
"Bilocale via Antonio Stoppani 11, Morgagni, Milano",centrale-repubblica,1333,60
"Monolocale ottimo stato, terzo piano, Repubblica, Milano",centrale-repubblica,1350,50
"Bilocale corso Buenos Aires, Buenos Aires, Milano",centrale-repubblica,1350,80
"Bilocale via Vitruvio, Buenos Aires, Milano",centrale-repubblica,1000,45
"Monolocale via Lodovico Settala,19, Buenos Aires, Milano",centrale-repubblica,3000,40
"Bilocale viale Tunisia,36, Repubblica, Milano",centrale-repubblica,2750,45
"Trilocale piazzale Bacone,6, Buenos Aires, Milano",centrale-repubblica,4650,50
"Monolocale via Napo Torriani,22, Centrale, Milano",centrale-repubblica,1600,29
"Monolocale via Lecco,18, Buenos Aires, Milano",centrale-repubblica,3125,40
"Monolocale via Ponte Seveso,44, Centrale, Milano",centrale-repubblica,2125,40
"Bilocale piazza Luigi di Savoia,2, Centrale, Milano",centrale-repubblica,2170,70
"Bilocale via Felice Casati,2, Buenos Aires, Milano",centrale-repubblica,2750,45
"Bilocale via Tonale,5, Centrale, Milano",centrale-repubblica,3000,70
"Trilocale viale Tunisia,42, Repubblica, Milano",centrale-repubblica,3900,50
"Bilocale via Antonio da Recanate,5, Centrale, Milano",centrale-repubblica,2250,50
"Monolocale via Felice Casati,24, Repubblica, Milano",centrale-repubblica,2750,40
"Trilocale via Alfredo Campanini,12, Melchiorre Gioia, Milano",centrale-repubblica,7800,112
"Bilocale via San Gregorio,43, Repubblica, Milano",centrale-repubblica,3315,50
"Bilocale via Fabio Filzi,47, Centrale, Milano",centrale-repubblica,2500,65
"Monolocale via Napo Torriani,22, Centrale, Milano",centrale-repubblica,1850,28
"Trilocale Galleria Buenos Aires,11, Morgagni, Milano",centrale-repubblica,5625,90
"Bilocale viale della Liberazione 15, Porta Nuova, Milano",centrale-repubblica,3000,70
"Bilocale piazza Argentina,5, Buenos Aires, Milano",centrale-repubblica,2400,50
"Monolocale via Alessandro Tadino,17, Buenos Aires, Milano",centrale-repubblica,2125,20
"Bilocale via Benedetto Marcello,93, Buenos Aires, Milano",centrale-repubblica,2400,50
"Bilocale via Bartolomeo Eustachi,17, Morgagni, Milano",centrale-repubblica,2750,50
"Trilocale via Alfredo Campanini,12, Melchiorre Gioia, Milano",centrale-repubblica,8700,143
"Bilocale piazzale Bacone,6, Buenos Aires, Milano",centrale-repubblica,2750,50
"Bilocale piazzale Bacone,6, Buenos Aires, Milano",centrale-repubblica,3200,50
"Bilocale via Carlo Tenca,7, Repubblica, Milano",centrale-repubblica,3000,50
"Bilocale via San Gregorio,17, Buenos Aires, Milano",centrale-repubblica,2750,50
"Bilocale via Giulio e Corrado Venini,14d, Centrale, Milano",centrale-repubblica,1250,47
"Bilocale corso Buenos Aires,45, Buenos Aires, Milano",centrale-repubblica,1950,50
"Trilocale via Antonio Stradivari,10, Buenos Aires, Milano",centrale-repubblica,2250,60
"Bilocale via Federico Ozanam,8, Buenos Aires, Milano",centrale-repubblica,2400,70
"Bilocale corso Buenos Aires, Morgagni, Milano",centrale-repubblica,1600,48
"Bilocale viale Andrea Doria,16, Buenos Aires, Milano",centrale-repubblica,1600,50
"Bilocale piazzale Bacone,6, Buenos Aires, Milano",centrale-repubblica,2850,50
"Bilocale viale Tunisia,36, Repubblica, Milano",centrale-repubblica,1850,45
"Bilocale via San Gregorio,43, Repubblica, Milano",centrale-repubblica,3125,50
"Bilocale via Luigi Settembrini,36, Buenos Aires, Milano",centrale-repubblica,2000,50
"Bilocale piazza Luigi di Savoia,2, Centrale, Milano",centrale-repubblica,1750,50
"Quadrilocale via Alfredo Campanini,12, Melchiorre Gioia, Milano",centrale-repubblica,9300,147
"Appartamento via Copernico,77, Centrale, Milano",centrale-repubblica,4000,180
"Bilocale via Alfredo Campanini,12, Melchiorre Gioia, Milano",centrale-repubblica,5400,74
"Bilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,1100,50
"Monolocale via Alessandro Tadino, Buenos Aires, Milano",centrale-repubblica,1100,65
"Monolocale viale Andrea Doria  28, Buenos Aires, Milano",centrale-repubblica,1550,40
"Monolocale via Ludovico Settala,, Porta Venezia, Milano",centrale-repubblica,800,30
"Trilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,4000,80
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2800,50
"Bilocale via Camillo Finocchiaro Aprile, Repubblica, Milano",centrale-repubblica,1850,58
"Bilocale via Benedetto Marcello 34, Buenos Aires, Milano",centrale-repubblica,1750,54
"Bilocale via Stoppani, Morgagni, Milano",centrale-repubblica,2085,53
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,2085,55
"Bilocale via Giovan Battista Pergolesi 3, Buenos Aires, Milano",centrale-repubblica,1300,60
"Monolocale via San Gregorio 23, Buenos Aires, Milano",centrale-repubblica,"10001150(-13,0%)",40
"Trilocale via Copernico, 43, Centrale, Milano",centrale-repubblica,1552,90
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3500,70
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Trilocale via Luigi Galvani,15, Melchiorre Gioia, Milano",centrale-repubblica,2300,70
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3000,50
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2800,50
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2800,50
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3300,60
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,50
"Bilocale via Alfredo Campanini,12, Melchiorre Gioia, Milano",centrale-repubblica,4950,65
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3300,70
"Trilocale ottimo stato, sesto piano, Morgagni, Milano",centrale-repubblica,2000,120
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Mansarda via Plinio 5, Buenos Aires, Milano",centrale-repubblica,950,40
"Appartamento buono stato, sesto piano, Centrale, Milano",centrale-repubblica,4000,200
"Bilocale via Soperga, Centrale, Milano",centrale-repubblica,1300,75
"Trilocale via Benedetto Marcello, Buenos Aires, Milano",centrale-repubblica,1200,60
"Bilocale via Vitruvio, Buenos Aires, Milano",centrale-repubblica,1000,45
"Quadrilocale via Lodovico Settala 84, Buenos Aires, Milano",centrale-repubblica,2130,135
"Quadrilocale via Lodovico Settala 84, Buenos Aires, Milano",centrale-repubblica,2130,135
"Bilocale via Vitruvio, Buenos Aires, Milano",centrale-repubblica,1100,45
"Trilocale via Benedetto Marcello, Buenos Aires, Milano",centrale-repubblica,1200,60
"Trilocale via Benedetto Marcello, Buenos Aires, Milano",centrale-repubblica,1200,60
"Monolocale via Lodovico Settala, Buenos Aires, Milano",centrale-repubblica,1500,35
"Trilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,1670,80
"Bilocale corso Buenos Aires, Buenos Aires, Milano",centrale-repubblica,1350,80
"Bilocale via Antonio Stoppani 11, Morgagni, Milano",centrale-repubblica,1580,51
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3300,60
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3300,60
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2800,50
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2700,50
"Bilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,1666,55
"Bilocale via Giovanbattista Pergolesi 24, Centrale, Milano",centrale-repubblica,820,40
"Bilocale via Vitruvio, Buenos Aires, Milano",centrale-repubblica,1000,45
"Attico via Giovanni Battista Pergolesi, Buenos Aires, Milano",centrale-repubblica,1850,90
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1166,54
"Bilocale via Antonio Baldissera 5, Morgagni, Milano",centrale-repubblica,1250,60
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2800,50
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3300,60
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2800,50
"Monolocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,2500,30
"Bilocale via Giovanni Battista Pergolesi,31, Centrale, Milano",centrale-repubblica,3300,60
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1590,55
"Appartamento via Ponte Seveso, Centrale, Milano",centrale-repubblica,2900,150
"Trilocale via Benedetto Marcello, Buenos Aires, Milano",centrale-repubblica,1200,60
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1083,50
"Monolocale via Gustavo Fara,, Melchiorre Gioia, Milano",centrale-repubblica,1100,24
"Trilocale viale Andrea Doria,48, Buenos Aires, Milano",centrale-repubblica,3500,150
"Bilocale ottimo stato, primo piano, Centrale, Milano",centrale-repubblica,1250,78
"Bilocale via Fara, Centrale, Milano",centrale-repubblica,2000,60
"Trilocale via Lodovico Settala,51, Buenos Aires, Milano",centrale-repubblica,4000,113
"Monolocale via Plinio, Citta Studi, Milano",centrale-repubblica,850,25
"Bilocale via Eustachi, 32, Morgagni, Milano",centrale-repubblica,1200,58
"Trilocale via Benedetto Marcello,22, Buenos Aires, Milano",centrale-repubblica,5000,140
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1670,55
"Monolocale via Paracelso,1o/A, Buenos Aires, Milano",centrale-repubblica,1500,40
"Bilocale via Giovanni Battista Sammartini,23, Centrale, Milano",centrale-repubblica,"16001700(-5,9%)",50
"Bilocale via Giovanni Schiaparelli,1, Centrale, Milano",centrale-repubblica,1450,60
"Bilocale via fara, Centrale, Milano",centrale-repubblica,"19002000(-5,0%)",55
"Trilocale via Giovan Battista Pergolesi 20, Buenos Aires, Milano",centrale-repubblica,2700,110
"Bilocale via Vitruvio 11, Buenos Aires, Milano",centrale-repubblica,1100,53
"Trilocale via Felice Casati, Buenos Aires, Milano",centrale-repubblica,2300,110
"Bilocale via Antonio Stoppani, Morgagni, Milano",centrale-repubblica,1242,53
"Bilocale terzo piano, Porta Venezia, Milano",centrale-repubblica,1670,60
"Bilocale viale Andrea Doria, Centrale, Milano",centrale-repubblica,1200,50
"Bilocale via Stoppani , 12, Morgagni, Milano",centrale-repubblica,1420,70
"Appartamento viale Lunigiana, 19, Centrale, Milano",centrale-repubblica,1000,35
"Appartamento via stradella, 10, Buenos Aires, Milano",centrale-repubblica,1000,35
"Appartamento via  Hayez, Morgagni, Milano",centrale-repubblica,14500,418
"Bilocale nuovo, primo piano, Morgagni, Milano",centrale-repubblica,900,45
"Appartamento nuovo, secondo piano, Morgagni, Milano",centrale-repubblica,7000,209
"Monolocale viale Andrea Doria, Centrale, Milano",centrale-repubblica,1600,12
"Appartamento buono stato, terzo piano, Buenos Aires, Milano",centrale-repubblica,3800,150
"Monolocale buono stato, secondo piano, Morgagni, Milano",centrale-repubblica,630,30
"Bilocale via Emilio Cornalia 10, Melchiorre Gioia, Milano",centrale-repubblica,1600,67
"Bilocale via Amilcare Ponchielli 10, Buenos Aires, Milano",centrale-repubblica,1300,40
"Open space via Alessandro Tadino 47, Buenos Aires, Milano",centrale-repubblica,1200,50
"Bilocale via Mauro Macchi 10, Centrale, Milano",centrale-repubblica,1370,55
"Monolocale via Alessandro Stradella, Buenos Aires, Milano",centrale-repubblica,750,25
"Quadrilocale via Gustavo Fara 1, Centrale, Milano",centrale-repubblica,2900,110
"Bilocale via Achille Maiocchi, Morgagni, Milano",centrale-repubblica,2100,70
"Bilocale corso Buenos Aires, Buenos Aires, Milano",centrale-repubblica,1800,75
"Bilocale via Generale Gustavo Fara 39, Melchiorre Gioia, Milano",centrale-repubblica,1600,55
"Bilocale via Lazzaretto 1, Buenos Aires, Milano",centrale-repubblica,1800,60
"Bilocale via Gerolamo Cardano 8, Melchiorre Gioia, Milano",centrale-repubblica,1400,55
"Bilocale via Bartolomeo Eustachi 21, Morgagni, Milano",centrale-repubblica,2400,60
"Quadrilocale largo Aldo De Benedetti 4, Melchiorre Gioia, Milano",centrale-repubblica,6500,130
"Trilocale via Claudio Monteverdi 7, Buenos Aires, Milano",centrale-repubblica,1500,70
"Bilocale via Roberto Lepetit 18, Centrale, Milano",centrale-repubblica,1500,82
"Bilocale via Fabio Filzi 41, Centrale, Milano",centrale-repubblica,1500,60
"Bilocale via Plinio 42, Morgagni, Milano",centrale-repubblica,1600,100
"Monolocale viale Brianza 12, Pasteur, Milano",centrale-repubblica,2000,37
"Monolocale via Vittor Pisani 13, Centrale, Milano",centrale-repubblica,1200,40
"Trilocale via Benedetto Marcello 34, Buenos Aires, Milano",centrale-repubblica,1200,60
"Trilocale via Antonio Stradivari 10, Buenos Aires, Milano",centrale-repubblica,2150,115
"Bilocale Galleria Buenos Aires 4, Morgagni, Milano",centrale-repubblica,1350,75
"Mansarda via Francesco Redi, Morgagni, Milano",centrale-repubblica,700,20
"Bilocale via Bartolomeo Eustachi, Buenos Aires, Milano",centrale-repubblica,1200,60
"Bilocale via Gustavo Fara 33, Centrale, Milano",centrale-repubblica,1150,58
"Monolocale viale Lunigiana 19, Centrale, Milano",centrale-repubblica,1000,35
"Monolocale via Domenico Scarlatti 19, Buenos Aires, Milano",centrale-repubblica,1100,60
"Bilocale via Domenico Scarlatti 20, Buenos Aires, Milano",centrale-repubblica,1500,60
"Bilocale via Giovanni Schiaparelli 1, Centrale, Milano",centrale-repubblica,1500,60
"Bilocale via Alessandro Stradella 8, Buenos Aires, Milano",centrale-repubblica,1500,60
"Bilocale via Errico Petrella 15, Buenos Aires, Milano",centrale-repubblica,1600,75
"Monolocale via San Gregorio 11, Centrale, Milano",centrale-repubblica,850,25
"Bilocale via Bartolomeo Eustachi, Morgagni, Milano",centrale-repubblica,1550,55
"Bilocale viale Sarca 47, Ca' Granda, Milano",bicocca-niguarda,800,60
"Trilocale via Guido Guarini Matteucci 1, Ca' Granda, Milano",bicocca-niguarda,1250,65
"Appartamento viale Sarca,89, Prato Centenaro, Milano",bicocca-niguarda,2600,120
"Bilocale via Fiuggi 10/1, Istria, Milano",bicocca-niguarda,1300,65
"Monolocale via Luigi Angeloni, Bruzzano, Milano",bicocca-niguarda,750,30
"Trilocale viale Sarca 86, Bicocca, Niguarda, Milano",bicocca-niguarda,900,70
"Trilocale ottimo stato, primo piano, Bicocca, Milano",bicocca-niguarda,1550,90
"Monolocale via Privata Felice Romani 2, Greco - Segnano, Milano",bicocca-niguarda,700,35
"Trilocale ottimo stato, terzo piano, Bicocca, Milano",bicocca-niguarda,1890,105
"Bilocale via Benefattori dell'Ospedale, Istria, Milano",bicocca-niguarda,1300,50
"Trilocale via Pallanza, Maggiolina, Milano",bicocca-niguarda,1250,70
"Trilocale viale Sarca, Bignami - Ponale, Milano",bicocca-niguarda,1600,75
"Trilocale viale Sarca 86, Greco - Segnano, Milano",bicocca-niguarda,825,80
"Trilocale via Luigi Pulci 2, Bicocca, Milano",bicocca-niguarda,1890,105
"Bilocale via val maira 11, Prato Centenaro, Milano",bicocca-niguarda,1000,60
"Trilocale via Antonio Maffi 20, Niguarda, Milano",bicocca-niguarda,1350,100
"Bilocale via Stefano Ussi 4, Greco - Segnano, Milano",bicocca-niguarda,1400,40
"Trilocale via Antonio da Saluzzo, Niguarda, Milano",bicocca-niguarda,2100,100
"Trilocale via Privata Paolo Rotta 10, Niguarda, Milano",bicocca-niguarda,1380,70
"Trilocale via Alberto Nota 47, Bicocca, Milano",bicocca-niguarda,1500,97
"Bilocale via Giuseppe Ugolini 29, Greco - Segnano, Milano",bicocca-niguarda,850,45
"Bilocale via Adriatico 2/2, Niguarda, Milano",bicocca-niguarda,1150,65
"Loft via Santagostino 12, Niguarda, Milano",bicocca-niguarda,950,65
"Villa plurifamiliare via Comune Antico 51, Greco - Segnano, Milano",bicocca-niguarda,2500,160
"Bilocale via Diodoro Siculo 20, Greco - Segnano, Milano",bicocca-niguarda,940,60
"Bilocale via Antonio Fortunato Stella 5, Greco - Segnano, Milano",bicocca-niguarda,940,55
"Monolocale via Comune Antico 5, Greco - Segnano, Milano",bicocca-niguarda,700,40
"Monolocale via demonte 4, Prato Centenaro, Milano",bicocca-niguarda,575,20
"Bilocale piazza DELLA TRIVULZIANA, 2, Bicocca, Milano",bicocca-niguarda,1000,57
"Bilocale via San Basilio 7, Greco - Segnano, Milano",bicocca-niguarda,900,38
"Bilocale via Ernesto Breda 122, Villa San Giovanni, Milano",bicocca-niguarda,700,40
"Bilocale via Roberto Cozzi 39, Bicocca, Niguarda, Milano",bicocca-niguarda,900,44
"Trilocale via Padre Reginaldo Giuliani 10, Greco - Segnano, Milano",bicocca-niguarda,1700,72
"Trilocale via Guglielmo Koerner 3, Prato Centenaro, Milano",bicocca-niguarda,1350,87
"Bilocale piazza della Trivulziana 5, Bicocca, Milano",bicocca-niguarda,"800900(-11,1%)",45
"Bilocale viale Dell' Innovazione 22, Bicocca, Milano",bicocca-niguarda,1100,57
"Bilocale viale Piero e Alberto Pirelli 14, Bicocca, Milano",bicocca-niguarda,"10001100(-9,1%)",56
"Bilocale viale Dell' Innovazione 22, Bicocca, Milano",bicocca-niguarda,1170,65
"Quadrilocale via pasta 79, Niguarda, Milano",bicocca-niguarda,1600,104
"Bilocale viale Suzzani, 225, Niguarda, Milano",bicocca-niguarda,1450,61
"Trilocale piazza della Trivulziana 3, Bicocca, Milano",bicocca-niguarda,1950,119
"Trilocale via Luigi Ornato 67, Niguarda, Milano",bicocca-niguarda,1200,83
"Trilocale via Carlo Innocenzo Frugoni 2, Niguarda, Milano",bicocca-niguarda,1350,82
"Bilocale via Fiuggi 12/3, Istria, Milano",bicocca-niguarda,950,51
"Bilocale via Alessandro Bisnati 2010, Niguarda, Milano",bicocca-niguarda,1300,40
"Palazzo - Edificio viale Sarca 324, Bignami - Ponale, Milano",bicocca-niguarda,2300,90
"Monolocale viale Giovanni Suzzani 227, Bignami - Ponale, Milano",bicocca-niguarda,1200,40
"Appartamento via Privata Bosisio 4, Niguarda, Milano",bicocca-niguarda,1700,189
"Bilocale viale Suzzani  96, Bicocca, Milano",bicocca-niguarda,1150,58
"Bilocale via Guglielmo Koerner 7, Prato Centenaro, Milano",bicocca-niguarda,1050,55
"Bilocale viale Fulvio Testi 182, Bicocca, Milano",bicocca-niguarda,1200,60
"Trilocale via Vincenzo Rabolini, Ca' Granda, Milano",bicocca-niguarda,2000,133
"Trilocale via Palanzone 19/A, Niguarda, Milano",bicocca-niguarda,1200,69
"Quadrilocale via Ernesto Breda, Bicocca, Milano",bicocca-niguarda,1750,80
"Trilocale via Privata Antonio Da Saluzzo 20, Niguarda, Milano",bicocca-niguarda,1300,80
"Monolocale via Fiuggi 12/3, Istria, Milano",bicocca-niguarda,750,35
"Monolocale via Fiuggi 12/3, Istria, Milano",bicocca-niguarda,700,35
"Bilocale via Benefattori dell'Ospedale, Istria, Milano",bicocca-niguarda,1300,50
"Trilocale piazza della Trivulziana 1, Bicocca, Milano",bicocca-niguarda,1300,61
"Trilocale via Roberto Cozzi 50, Bicocca, Milano",bicocca-niguarda,1300,65
"Monolocale piazza della Trivulziana 2, Bicocca, Milano",bicocca-niguarda,1100,40
"Bilocale via Benefattori dell'Ospedale, Istria, Milano",bicocca-niguarda,1300,50
"Monolocale piazza della Trivulziana 1, Bicocca, Milano",bicocca-niguarda,1100,46
"Monolocale via Felice Romani 2, Greco - Segnano, Milano",bicocca-niguarda,750,35
"Trilocale via Siculo, Greco - Segnano, Milano",bicocca-niguarda,1400,80
"Trilocale via Siculo, Greco - Segnano, Milano",bicocca-niguarda,1400,80
"Trilocale ottimo stato, secondo piano, Greco - Segnano, Milano",bicocca-niguarda,1400,80
"Bilocale piazza dei Daini 4, Bicocca, Milano",bicocca-niguarda,1200,78
"Monolocale via Giovanni Terruggia, Niguarda, Milano",bicocca-niguarda,980,49
"Monolocale via Paulucci di Calboli Fulcieri,3, Niguarda, Milano",bicocca-niguarda,"10001100(-9,1%)",40
"Trilocale via Demonte, Prato Centenaro, Milano",bicocca-niguarda,1250,65
"Bilocale via Privata Paolo Rotta,1, Niguarda, Milano",bicocca-niguarda,2100,50
"Bilocale viale dell'Innovazione,24, Bignami - Ponale, Milano",bicocca-niguarda,1350,50
"Bilocale via Sesto San Giovanni,31, Bignami - Ponale, Milano",bicocca-niguarda,1600,50
"Bilocale viale Giovanni Suzzani,227, Bignami - Ponale, Milano",bicocca-niguarda,1100,40
"Trilocale viale Sarca,77, Prato Centenaro, Milano",bicocca-niguarda,1800,84
"Bilocale viale Fulvio Testi,82, Prato Centenaro, Milano",bicocca-niguarda,1900,50
"Bilocale viale Giovanni Suzzani,273, Bignami - Ponale, Milano",bicocca-niguarda,3500,50
"Mansarda via Alessandro Bisnati 4, Niguarda, Milano",bicocca-niguarda,750,42
"Trilocale viale Giovanni Suzzani,225, Niguarda, Milano",bicocca-niguarda,1850,72
"Trilocale viale Giovanni Suzzani,273, Bignami - Ponale, Milano",bicocca-niguarda,3500,90
"Palazzo - Edificio viale Sarca 336, Bignami - Ponale, Milano",bicocca-niguarda,15000,663
"Trilocale via Diodoro Siculo 2, Greco - Segnano, Milano",bicocca-niguarda,1350,85
"Trilocale buono stato, sesto piano, Niguarda, Milano",bicocca-niguarda,1500,110
"Trilocale via Pallanza, Maggiolina, Milano",bicocca-niguarda,1250,70
"Trilocale via Pallanza, Maggiolina, Milano",bicocca-niguarda,1250,70
"Bilocale via Benefattori dell'Ospedale, Istria, Milano",bicocca-niguarda,1300,50
"Trilocale viale Sarca,1, Ca' Granda, Milano",bicocca-niguarda,2000,50
"Trilocale via Luigi Ornato 45, Niguarda, Milano",bicocca-niguarda,650,80
