Name,Zone,Price,Surface
"Appartamento all'asta via Pompeo Cambiasi 5, Milano",citta-studi-susa,88500,30
"Appartamento all'asta piazzale Susa   7, Milano",citta-studi-susa,147000,40
"Appartamento all'asta viale Argonne, 35, Milano",citta-studi-susa,88825,55
"Appartamento all'asta via Cardinal Mezzofanti, 24, Milano",citta-studi-susa,474055,182
"Appartamento all'asta via Giovanni Pascoli, 2, Milano",citta-studi-susa,89300,47
"Appartamento all'asta via Illirico 3, Milano",citta-studi-susa,78750,46
"Appartamento all'asta piazzale Susa 7, Milano",citta-studi-susa,147000,40
"Appartamento all'asta viale Argonne, 35, Milano",citta-studi-susa,88825,55
"Appartamento all'asta via Illirico , 33, Milano",citta-studi-susa,105000,48
"Appartamento all'asta viale Campania, 29, Milano",citta-studi-susa,273750,79
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Coluccio Salutati , 4, Milano",solari-washington,179100,60
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,60
"Appartamento all'asta via Coluccio Salutati, Milano",solari-washington,179100,56
"Appartamento all'asta via Sardegna, Milano",solari-washington,638000,87
"Appartamento all'asta via Seprio 20, Milano",solari-washington,195000,40
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,60
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Coluccio Salutati 18, Milano",solari-washington,179100,60
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,90
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,60
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,109
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,108
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,118
"Appartamento all'asta via Coluccio Salutati   4, Milano",solari-washington,179100,64
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,60
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,63
"Appartamento all'asta via Sardegna , 59, Milano",solari-washington,638000,108
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Sardegna , 59, Milano",solari-washington,638000,87
"Appartamento all'asta viale sardegna, 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Coluccio Salutati , 4, Milano",solari-washington,179100,63
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Sardegna , 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,109
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,64
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,60
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,109
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Sardegna , 59, Milano",solari-washington,638000,109
"Appartamento all'asta via Coluccio Salutati , 4, Milano",solari-washington,179100,64
"Appartamento all'asta via Coluccio Salutati , 4, Milano",solari-washington,179100,60
"Appartamento all'asta via Sardegna , 59, Milano",solari-washington,638000,110
"Appartamento all'asta via Coluccio Salutati   4, Milano",solari-washington,179100,70
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,87
"Appartamento all'asta via Sardegna, 59, Milano",solari-washington,638000,90
"Appartamento all'asta via Coluccio Salutati , 4, Milano",solari-washington,179100,64
"Appartamento all'asta viale Carlo Troya 5, Milano",solari-washington,255000,89
"Appartamento all'asta via Coluccio Salutati, Milano",solari-washington,179100,60
"Appartamento all'asta via Coluccio Salutati , 4, Milano",solari-washington,179100,56
"Appartamento all'asta via Sardegna 59, Milano",solari-washington,638000,87
"Appartamento all'asta via Coluccio Salutati 4, Milano",solari-washington,179100,64
"Appartamento all'asta via Seprio, 20, Milano",solari-washington,135000,38
"Appartamento all'asta via Ippodromo , 66/2, Milano",san-siro-trenno,1068000,422
"Appartamento all'asta via Alex Visconti 6, Milano",san-siro-trenno,114375,93
"Appartamento all'asta via Fratelli Zoia, 220, Milano",san-siro-trenno,69150,60
"Appartamento all'asta via Alex Visconti , 6, Milano",san-siro-trenno,114375,94
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,202500,143
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,45
"Villa all'asta via Ippodromo 66, Milano",san-siro-trenno,1068000,359
"Appartamento all'asta via Fratelli Zoia, 220, Milano",san-siro-trenno,69150,49
"Appartamento all'asta piazzale SelinuntE, Milano",san-siro-trenno,52762,59
"Villetta a schiera all'asta via Ippodromo , 66, Milano",san-siro-trenno,1068000,354
"Villetta a schiera all'asta via Ippodromo, 66, Milano",san-siro-trenno,1068000,359
"Appartamento all'asta via Osteno, 2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta via Postumia 26, Milano",san-siro-trenno,112233,116
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,47
"Appartamento all'asta via Tracia 2, Milano",san-siro-trenno,79500,79
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,48
"Villetta a schiera all'asta via Ippodromo 66/2, Milano",san-siro-trenno,1068000,496
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,202500,149
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,202500,146
"Appartamento all'asta via Filippo Abbiati 2, Milano",san-siro-trenno,30940,40
"Appartamento all'asta via Ugo Betti 183, Milano",san-siro-trenno,141908,106
"Appartamento all'asta piazzale Selinunte 6, Milano",san-siro-trenno,52762,61
"Appartamento all'asta via Dessie 15, Milano",san-siro-trenno,81315,53
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta via Ugo Betti 171, Milano",san-siro-trenno,92374,69
"Appartamento all'asta via Harar 3, Milano",san-siro-trenno,118320,87
"Appartamento all'asta via Mariotto Albertinelli 9, Milano",san-siro-trenno,44863,58
"Appartamento all'asta via Giacomo Quarenghi 32, Milano",san-siro-trenno,107100,85
"Appartamento all'asta via Corno di Cavento 21, Milano",san-siro-trenno,266500,75
"Appartamento all'asta piazzale Selinunte 6, Milano",san-siro-trenno,52762,58
"Appartamento all'asta via Filippo Abbiati 2, Milano",san-siro-trenno,78247,57
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,46
"Appartamento all'asta via Ugo Betti 183, Milano",san-siro-trenno,141908,106
"Appartamento all'asta via Ugo Ojetti 3, Milano",san-siro-trenno,84420,67
"Appartamento all'asta via Bertinoro 9, Milano",san-siro-trenno,135788,71
"Appartamento all'asta via Francesco Cilea 46, Milano",san-siro-trenno,115133,86
"Appartamento all'asta via Ugo Betti 171, Milano",san-siro-trenno,92374,69
"Appartamento all'asta via Dessie 15, Milano",san-siro-trenno,81315,53
"Appartamento all'asta via Mario Morgantini 3, Milano",san-siro-trenno,100000,64
"Villetta a schiera all'asta via Ippodromo 66, Milano",san-siro-trenno,1068000,381
"Appartamento all'asta piazzale Selinunte 6, Milano",san-siro-trenno,52762,61
"Appartamento all'asta via Appennini 33, Milano",san-siro-trenno,116471,87
"Appartamento all'asta via Francesco Cilea 48, Milano",san-siro-trenno,93713,70
"Appartamento all'asta via Giacomo Quarenghi 32, Milano",san-siro-trenno,110880,104
"Appartamento all'asta via Ugo Betti 157, Milano",san-siro-trenno,63342,69
"Appartamento all'asta via Monte Baldo 21, Milano",san-siro-trenno,107120,103
"Appartamento all'asta via Giacomo Quarenghi 34, Milano",san-siro-trenno,89460,71
"Appartamento all'asta via Daniele Ricciarelli 12, Milano",san-siro-trenno,40936,43
"Appartamento all'asta via Francesco Cilea 94, Milano",san-siro-trenno,109778,82
"Appartamento all'asta via Ugo Betti 145, Milano",san-siro-trenno,100249,67
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,49
"Appartamento all'asta piazzale Selinunte 6, Milano",san-siro-trenno,52762,61
"Villetta a schiera all'asta via Ippodromo 66/2, Milano",san-siro-trenno,1068000,421
"Appartamento all'asta via Francesco Cilea 152, Milano",san-siro-trenno,96390,72
"Appartamento all'asta via Francesco Cilea 30, Milano",san-siro-trenno,100062,109
"Appartamento all'asta via Enrico Falck 43, Milano",san-siro-trenno,109778,82
"Appartamento all'asta via Appennini 51, Milano",san-siro-trenno,67014,68
"Appartamento all'asta piazzale Selinunte   6, Milano",san-siro-trenno,52762,90
"Appartamento all'asta via Luigi Chiarelli 2, Milano",san-siro-trenno,66000,60
"Appartamento all'asta via Appennini 23, Milano",san-siro-trenno,78100,71
"Appartamento all'asta via Francesco Cilea 8, Milano",san-siro-trenno,62645,67
"Appartamento all'asta via Appennini 9, Milano",san-siro-trenno,92400,84
"Appartamento all'asta via San Giusto 37, Milano",san-siro-trenno,83200,65
"Appartamento all'asta via Appennini 51, Milano",san-siro-trenno,90720,72
"Appartamento all'asta via Alex Visconti 17, Milano",san-siro-trenno,92768,62
"Appartamento all'asta via Sem Benelli 11, Milano",san-siro-trenno,192780,153
"Appartamento all'asta via Uruguay 32, Milano",san-siro-trenno,115133,86
"Appartamento all'asta via Filippo Abbiati 1, Milano",san-siro-trenno,61268,53
"Appartamento all'asta via Adolfo Omodeo 25, Milano",san-siro-trenno,164666,123
"Appartamento all'asta via Mario Morgantini 3, Milano",san-siro-trenno,46458,61
"Appartamento all'asta via Ugo Betti 81, Milano",san-siro-trenno,136080,108
"Appartamento all'asta via Appennini 69, Milano",san-siro-trenno,80784,88
"Appartamento all'asta via Appennini 43, Milano",san-siro-trenno,97900,89
"Appartamento all'asta via Ugo Betti 52, Milano",san-siro-trenno,107100,85
"Appartamento all'asta via Enrico Falck 41, Milano",san-siro-trenno,99000,90
"Appartamento all'asta via Francesco Cilea 58, Milano",san-siro-trenno,88000,83
"Appartamento all'asta via Postumia 24, Milano",san-siro-trenno,153938,134
"Appartamento all'asta piazzale selinunte, 6, Milano",san-siro-trenno,52762,61
"Appartamento all'asta via Francesco Cilea 22, Milano",san-siro-trenno,89046,97
"Appartamento all'asta via Mariotto Albertinelli 9, Milano",san-siro-trenno,46410,60
"Appartamento all'asta via Appennini 53, Milano",san-siro-trenno,109620,87
"Appartamento all'asta via Ugo Ojetti 38, Milano",san-siro-trenno,85680,68
"Appartamento all'asta via Tracia 2, Milano",san-siro-trenno,79500,89
"Appartamento all'asta via Francesco Cilea 42, Milano",san-siro-trenno,103032,106
"Appartamento all'asta via Francesco Cilea 154, Milano",san-siro-trenno,83600,76
"Appartamento all'asta via Fratelli Zoia, 220, Milano",san-siro-trenno,69150,47
"Appartamento all'asta via Luigi Chiarelli 12, Milano",san-siro-trenno,104500,95
"Appartamento all'asta via Luigi Chiarelli 12, Milano",san-siro-trenno,138600,126
"Appartamento all'asta via Valdagno 5, Milano",san-siro-trenno,92438,85
"Appartamento all'asta via Francesco Cilea 62, Milano",san-siro-trenno,91300,83
"Appartamento all'asta via Mario Morgantini 3, Milano",san-siro-trenno,100000,73
"Appartamento all'asta via Francesco Cilea 98, Milano",san-siro-trenno,87480,81
"Appartamento all'asta via Enrico Falck 15, Milano",san-siro-trenno,72360,67
"Appartamento all'asta via Francesco Cilea 86, Milano",san-siro-trenno,72360,67
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,73238,63
"Appartamento all'asta via morgantini , 3, Milano",san-siro-trenno,100000,65
"Appartamento all'asta piazzale Selinunte , 6, Milano",san-siro-trenno,52762,61
"Appartamento all'asta via Fratelli Zoia , 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via Francesco Cilea 36, Milano",san-siro-trenno,95040,88
"Appartamento all'asta via Francesco Cilea 82, Milano",san-siro-trenno,89640,83
"Appartamento all'asta via fratelli zoia, 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via tracia, 2, Milano",san-siro-trenno,79500,85
"Appartamento all'asta via Osteno, 2, Milano",san-siro-trenno,202500,143
"Appartamento all'asta via Mario Morgantini , 3, Milano",san-siro-trenno,100000,77
"Appartamento all'asta via Osteno , 2, Milano",san-siro-trenno,202500,149
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta via Fratelli Zoia, 220, Milano",san-siro-trenno,69150,52
"Appartamento all'asta via osteno, 2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta via Ippodromo, 66, Milano",san-siro-trenno,1068000,354
"Appartamento all'asta piazzale selinunte, 6, Milano",san-siro-trenno,52762,59
"Appartamento all'asta via Osteno , 2, Milano",san-siro-trenno,202500,143
"Appartamento all'asta via Fratelli Zoia, 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via Alex Visconti 6 MILANO 20151, Milano",san-siro-trenno,114375,87
"Appartamento all'asta via Cascina Barocco 22, Milano",san-siro-trenno,102000,62
"Appartamento all'asta via Alex Visconti , 6, Milano",san-siro-trenno,114375,92
"Appartamento all'asta via Cascina Barocco 22, Milano",san-siro-trenno,100000,62
"Appartamento all'asta via Mario Morgantini , 3, Milano",san-siro-trenno,100000,77
"Villetta a schiera all'asta via Ippodromo  , 66, Milano",san-siro-trenno,1068000,354
"Appartamento all'asta via Fratelli Zoia , 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via Tracia, 2, Milano",san-siro-trenno,79500,81
"Appartamento all'asta via Alex Visconti , 6, Milano",san-siro-trenno,114375,94
"Appartamento all'asta via Tracia, 2, Milano",san-siro-trenno,79500,81
"Appartamento all'asta via Ugo Betti, 183, Milano",san-siro-trenno,141908,106
"Appartamento all'asta via Tracia, 2, Milano",san-siro-trenno,79500,81
"Appartamento all'asta via Dessie', 15, Milano",san-siro-trenno,81315,53
"Villetta a schiera all'asta via Ippodromo 66/2, Milano",san-siro-trenno,1068000,354
"Appartamento all'asta via Mario Morgantini 3, Milano",san-siro-trenno,100000,65
"Appartamento all'asta piazzale Selinunte, 6, Milano",san-siro-trenno,70350,69
"Appartamento all'asta piazzale Selinunte, 6, Milano",san-siro-trenno,52762,61
"Appartamento all'asta via Tracia, 2, Milano",san-siro-trenno,79500,85
"Appartamento all'asta via Ugo Betti, 171, Milano",san-siro-trenno,92374,69
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via Mario Morgantini , 3, Milano",san-siro-trenno,100000,77
"Appartamento all'asta via Mario Morgantini, 3/9, Milano",san-siro-trenno,100000,60
"Appartamento all'asta via Ugo Betti, 171, Milano",san-siro-trenno,92374,69
"Appartamento all'asta via Alex Viscont, 6, Milano",san-siro-trenno,114375,87
"Appartamento all'asta via Dessie, 15, Milano",san-siro-trenno,81315,53
"Appartamento all'asta via Ugo Betti, 183, Milano",san-siro-trenno,141908,106
"Appartamento all'asta piazzale Selinunte , 6, Milano",san-siro-trenno,70350,61
"Appartamento all'asta via Filippo Abbiati 7, Milano",san-siro-trenno,43500,50
"Appartamento all'asta piazzale Selinunte , 6, Milano",san-siro-trenno,52762,59
"Appartamento all'asta via Osteno   2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta via Fratelli Zoia , 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via Mario Morgantini 3, Milano",san-siro-trenno,100000,65
"Appartamento all'asta via Alex Visconti , 6, Milano",san-siro-trenno,114375,92
"Appartamento all'asta via Tracia 2, Milano",san-siro-trenno,79500,76
"Appartamento all'asta via Ugo Betti, 183, Milano",san-siro-trenno,141908,106
"Appartamento all'asta via Fratelli Zoia, Milano",san-siro-trenno,69150,53
"Appartamento all'asta via Alex Visconti 6, Milano",san-siro-trenno,114375,87
"Appartamento all'asta via Dessie, 15, Milano",san-siro-trenno,81315,53
"Appartamento all'asta via Ugo Betti, 171, Milano",san-siro-trenno,92374,69
"Appartamento all'asta dessie, 15, Milano",san-siro-trenno,81315,53
"Appartamento all'asta via Ugo Betti, 171, Milano",san-siro-trenno,92374,69
"Appartamento all'asta via Osteno, 2, Milano",san-siro-trenno,202500,148
"Villetta a schiera all'asta via Ippodromo 66, Milano",san-siro-trenno,1068000,961
"Appartamento all'asta piazzale Selinunte, Milano",san-siro-trenno,52762,61
"Appartamento all'asta via Ugo Betti, 183, Milano",san-siro-trenno,141908,106
"Villa all'asta via Ippodromo,  66/2, Milano",san-siro-trenno,1068000,359
"Appartamento all'asta piazzale Selinunte 6, Milano",san-siro-trenno,70350,59
"Appartamento all'asta via Fratelli Zoia 220, Milano",san-siro-trenno,69150,50
"Appartamento all'asta via Osteno 2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta via Osteno, 2, Milano",san-siro-trenno,202500,148
"Appartamento all'asta, Milano",san-siro-trenno,46500,71
"Appartamento all'asta, Milano",san-siro-trenno,70350,61
"Villetta a schiera all'asta via Ippodromo , 66, Milano",san-siro-trenno,1068000,354
"Appartamento all'asta via Gigante, 5, Milano",san-siro-trenno,48900,50
"Appartamento all'asta viale Mar Jonio, 3, Milano",san-siro-trenno,26250,33
"Appartamento all'asta via Sem Benelli 20, Milano",san-siro-trenno,65250,98
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,104
"Appartamento all'asta viale Monte Nero , 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,104
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,106
"Appartamento all'asta viale Monte Nero , 68, Milano",porta-romana-cadore-montenero,450000,104
"Appartamento all'asta viale Monte Nero, 68, Milano",porta-romana-cadore-montenero,450000,100
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,104
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero , 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero, 68, Milano",porta-romana-cadore-montenero,450000,103
"Appartamento all'asta viale Monte Nero , 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale monte nero, 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero , 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero , 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero , 68, Milano",porta-romana-cadore-montenero,450000,105
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Monte Nero 68, Milano",porta-romana-cadore-montenero,450000,110
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,102
"Palazzo - stabile all'asta via Cellini Benvenuto 14, Milano",porta-venezia-indipendenza,14490000,4000
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,116
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,98
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,95
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,115
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,111
"Appartamento all'asta via Melzo, 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,102
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,102
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,115
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,102
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta, Milano",porta-venezia-indipendenza,302250,110
"Appartamento all'asta via Melzo, 11, Milano",porta-venezia-indipendenza,303750,121
"Appartamento all'asta viale Tunisia, Milano",porta-venezia-indipendenza,403000,111
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,403000,111
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,94
"Appartamento all'asta via Melzo , 11, Milano",porta-venezia-indipendenza,303750,115
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,111
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,102
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303705,119
"Appartamento all'asta via Melzo , 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,118
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,102
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta via Melzo   11, Milano",porta-venezia-indipendenza,303750,128
"Appartamento all'asta viale Tunisia, 13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta via Melzo, 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta via melzo, 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta via Melzo, 11, Milano",porta-venezia-indipendenza,303750,115
"Appartamento all'asta via Melzo , 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta viale Tunisia, 11/13, Milano",porta-venezia-indipendenza,302250,97
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,98
"Appartamento all'asta via Melzo, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta via Melzo 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta viale Tunisia 13, Milano",porta-venezia-indipendenza,302250,111
"Appartamento all'asta via Melzo , 11, Milano",porta-venezia-indipendenza,303750,119
"Appartamento all'asta viale Tunisia, , 13, Milano",porta-venezia-indipendenza,403000,111
"Appartamento all'asta via Marco Ulpio Traiano , 54, Milano",fiera-sempione-city-life-portello,212000,65
"Appartamento all'asta via Ippolito Nievo, 21, Milano",fiera-sempione-city-life-portello,285000,59
"Appartamento all'asta via Raffaello Sanzio, 30, Milano",fiera-sempione-city-life-portello,480000,135
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Castelvetro, 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,97500,34
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,105750,45
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,124875,61
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,179250,85
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,306625,138
"Appartamento all'asta via Raffaello Sanzio 30, Milano",fiera-sempione-city-life-portello,360000,135
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Ippolito Nievo 21, Milano",fiera-sempione-city-life-portello,285000,60
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Raffaello Sanzio 30, Milano",fiera-sempione-city-life-portello,360000,135
"Appartamento all'asta via Raffaello Sanzio 30, Milano",fiera-sempione-city-life-portello,360000,128
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Piero della Francesca 68, Milano",fiera-sempione-city-life-portello,395000,82
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Lodovico Castelvetro, 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Marco Ulpio Traiano 54, Milano",fiera-sempione-city-life-portello,212000,53
"Loft all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,124875,42
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,306625,93
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,179250,80
"Appartamento all'asta via Marco Ulpio Traiano, 54, Milano",fiera-sempione-city-life-portello,212000,66
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,97500,39
"Appartamento all'asta via Carlo Ravizza 19, Milano",fiera-sempione-city-life-portello,105750,53
"Appartamento all'asta via Lodovico Castelvetro , 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via Lodovico Castelvetro, 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via Raffaello Sanzio 30, Milano",fiera-sempione-city-life-portello,360000,135
"Appartamento all'asta via Ippolito Nievo , 21, Milano",fiera-sempione-city-life-portello,285000,58
"Appartamento all'asta via Ippolito Nievo , 21, Milano",fiera-sempione-city-life-portello,285000,58
"Appartamento all'asta via Lodovico Castelvetro, 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via Lodovico Castelvetro, 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via ulpio traiano, 54, Milano",fiera-sempione-city-life-portello,212000,65
"Appartamento all'asta via Marco Ulpio Traiano 54, Milano",fiera-sempione-city-life-portello,212000,66
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via ippolito nievo, 21, Milano",fiera-sempione-city-life-portello,285000,59
"Appartamento all'asta via Ippolito Nievo , 21, Milano",fiera-sempione-city-life-portello,285000,60
"Appartamento all'asta via Marco Ulpio Traiano , 54, Milano",fiera-sempione-city-life-portello,212000,67
"Appartamento all'asta via Marco Ulpio Traiano, 54, Milano",fiera-sempione-city-life-portello,212000,67
"Appartamento all'asta via Lodovico Castelvetro, 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via Ippolito Nievo , 21, Milano",fiera-sempione-city-life-portello,285000,60
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via Lodovico Castelvetro 1, Milano",fiera-sempione-city-life-portello,232500,80
"Appartamento all'asta via Ippolito Nievo , 21, Milano",fiera-sempione-city-life-portello,285000,60
"Appartamento all'asta via Lodovico Castelvetro, 1, Milano",fiera-sempione-city-life-portello,232500,84
"Appartamento all'asta via Lodovico Castelvetro , 1, Milano",fiera-sempione-city-life-portello,232500,84
